lat_bin,lon_bin,center_lat,center_lon,fire_count,max_conf,mean_conf,max_frp,mean_frp,risk_class,risk_code,clc_code,lc_group,burnable
3,3,37.980800,26.375000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,4,37.980800,26.405000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,5,37.980800,26.435000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,6,37.980800,26.465000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,7,37.980800,26.495000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,8,37.980800,26.525000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,9,37.980800,26.555000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,10,37.980800,26.585000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,11,37.980800,26.615000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,12,37.980800,26.645000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,13,37.980800,26.675000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,14,37.980800,26.705000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,15,37.980800,26.735000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,16,37.980800,26.765000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,17,37.980800,26.795000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,18,37.980800,26.825000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
3,19,37.980800,26.855000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
